area,city,lattitude,logitude,property_type,bedrooms,bathrooms,land_area,building_area,floors,maid_bedrooms,maid_bathrooms,certificate,voltage,building_age,year,condition,garage,carport,price
Cinangka, Depok,-6.3703875,106.7606085,rumah,2.0,1.0,70.0,48.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,590000000.0
Cinangka, Depok,-6.3703875,106.7606085,rumah,2.0,1.0,72.0,48.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,595000000.0
Cinangka, Depok,-6.3703875,106.7606085,rumah,2.0,1.0,70.0,48.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,592000000.0
Cinangka, Depok,-6.3703875,106.7606085,rumah,2.0,1.0,72.0,50.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,550000000.0
Cinangka, Depok,-6.3703875,106.7606085,rumah,2.0,1.0,70.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,1,680000000.0
Cinangka, Depok,-6.3703875,106.7606085,rumah,3.0,2.0,70.0,115.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,965000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,3.0,1.0,131.0,140.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,6.0,2016.0,bagus,1,0,870000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,3.0,2.0,164.0,95.0,1.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus,0,1,1260000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,2.0,1.0,72.0,42.0,1.0,1.0,0.0,,1300 mah,8.0,2014.0,bagus,0,1,780000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,3.0,1.0,81.0,81.0,1.0,1.0,0.0,shm - sertifikat hak milik,1300 mah,9.0,2013.0,bagus,1,0,900000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,2.0,1.0,72.0,42.0,1.0,1.0,0.0,,1300 mah,3.0,2019.0,bagus,1,1,780000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,2.0,2.0,84.0,40.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,1,1,1020000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,3.0,1.0,81.0,81.0,1.0,1.0,0.0,shm - sertifikat hak milik,1300 mah,8.0,2014.0,bagus,1,1,900000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,3.0,2.0,164.0,95.0,1.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,2021.0,bagus,0,1,1260000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,2.0,1.0,72.0,42.0,1.0,1.0,0.0,,1300 mah,8.0,2014.0,bagus,0,1,780000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,2.0,2.0,84.0,40.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,0,1,1020000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,3.0,2.0,164.0,95.0,1.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,9.0,2013.0,bagus,0,1,1260000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,3.0,2.0,94.0,70.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,8.0,2014.0,bagus,0,1,1150000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,2.0,1.0,75.0,50.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,1,1,500000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,3.0,1.0,131.0,140.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,2.0,2020.0,bagus,1,0,870000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,3.0,1.0,131.0,140.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,8.0,2014.0,bagus,1,0,870000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,2.0,1.0,108.0,90.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,4.0,2018.0,bagus,0,1,960000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,2.0,1.0,108.0,90.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,8.0,2014.0,bagus,1,1,960000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,2.0,1.0,108.0,90.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,1.0,2021.0,bagus,0,1,960000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,3.0,2.0,164.0,95.0,1.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,6.0,2016.0,bagus,1,1,1260000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,3.0,1.0,72.0,52.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,1,630000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,2.0,1.0,70.0,48.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,3.0,2019.0,bagus sekali,0,1,470000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,2.0,1.0,72.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,484000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,3.0,2.0,84.0,70.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,2021.0,bagus,0,1,785000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,3.0,3.0,124.0,75.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,6.0,2016.0,sudah renovasi,1,1,1370000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,3.0,3.0,234.0,150.0,1.0,0.0,0.0,shm - sertifikat hak milik,3500 mah,4.0,2018.0,bagus,1,1,3500000000.0
Bojong Sari, Depok,-6.3994989,106.7358134,rumah,3.0,3.0,234.0,150.0,1.0,0.0,0.0,shm - sertifikat hak milik,3500 mah,4.0,2018.0,bagus,1,1,3500000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,1.0,98.0,68.0,1.0,1.0,0.0,hgb - hak guna bangunan,1300 mah,5.0,2017.0,bagus,0,1,780000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,72.0,90.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,0,1,1560000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,72.0,72.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,9.0,2013.0,bagus,0,1,660000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,60.0,60.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,bagus,1,1,750000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,72.0,90.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,3.0,2019.0,bagus,0,1,1560000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,1.0,98.0,68.0,1.0,1.0,0.0,,1300 mah,7.0,2015.0,bagus,0,1,780000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,72.0,72.0,1.0,0.0,0.0,,1300 mah,4.0,2018.0,bagus,0,1,660000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,72.0,72.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,9.0,2013.0,bagus,0,1,660000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,72.0,72.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,7.0,2015.0,bagus,0,1,660000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,72.0,90.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,9.0,2013.0,bagus,0,1,1560000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,96.0,71.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,0,1,800000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,60.0,38.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,0,465000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,96.0,71.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,6.0,2016.0,bagus,0,1,800000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,72.0,72.0,1.0,0.0,0.0,hgb - hak guna bangunan,1300 mah,3.0,2019.0,bagus,0,1,660000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,72.0,90.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,0,1,1560000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,1.0,98.0,68.0,1.0,1.0,0.0,hgb - hak guna bangunan,1300 mah,4.0,2018.0,bagus,1,1,780000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,60.0,38.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,bagus,1,1,464000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,84.0,71.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,bagus,1,1,800000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,89.0,80.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,1,999000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,81.0,70.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,bagus,1,1,970000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,60.0,54.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,bagus,1,1,580000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,67.0,65.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,775000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,2.0,78.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,2.0,2020.0,baru,1,1,70000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,78.0,36.0,1.0,2.0,1.0,shm - sertifikat hak milik,1300 mah,1.0,2021.0,baru,1,0,660000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,66.0,56.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,1,725000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,3.0,95.0,100.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,1,995000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,66.0,56.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,699000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,4.0,3.0,120.0,150.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,2021.0,bagus,0,1,1350000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,60.0,36.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,220000000.0
Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,60.0,38.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,bagus,0,0,500000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,96.0,75.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,8.0,2014.0,bagus,0,1,1100000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,2.0,3.0,167.0,160.0,1.0,0.0,0.0,shm - sertifikat hak milik,4400 mah,4.0,2018.0,bagus,0,1,1920000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,2.0,2.0,113.0,150.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,1.0,2021.0,bagus,1,0,2040000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,72.0,140.0,2.0,1.0,0.0,shm - sertifikat hak milik,3500 mah,9.0,2013.0,bagus,0,1,1560000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,2.0,3.0,167.0,160.0,1.0,0.0,0.0,shm - sertifikat hak milik,4400 mah,5.0,2017.0,bagus,0,1,1920000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,96.0,75.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,0,1,1100000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,96.0,75.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,8.0,2014.0,bagus,0,1,1100000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,72.0,140.0,2.0,1.0,0.0,shm - sertifikat hak milik,3500 mah,6.0,2016.0,bagus,0,1,1560000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,4.0,3.0,151.0,150.0,2.0,1.0,0.0,shm - sertifikat hak milik,7700 mah,3.0,2019.0,bagus,0,1,1500000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,3.0,2.0,95.0,105.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,6.0,2016.0,bagus,1,0,1980000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,3.0,2.0,42.0,66.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,0,699000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,2.0,1.0,108.0,90.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,5.0,2017.0,bagus,0,1,960000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,96.0,75.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,2.0,2020.0,bagus,0,1,1100000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,2.0,3.0,167.0,160.0,1.0,0.0,0.0,shm - sertifikat hak milik,4400 mah,7.0,2015.0,bagus,0,1,1920000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,2.0,2.0,113.0,150.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,4.0,2018.0,bagus,1,0,2040000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,72.0,140.0,2.0,1.0,0.0,shm - sertifikat hak milik,3500 mah,5.0,2017.0,bagus,0,1,1560000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,4.0,3.0,151.0,150.0,2.0,1.0,0.0,shm - sertifikat hak milik,7700 mah,2.0,2020.0,bagus,0,1,1500000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,2.0,2.0,113.0,150.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,7.0,2015.0,bagus,1,1,2040000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,78.0,110.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,5.0,2017.0,bagus,1,1,1650000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,4.0,3.0,151.0,150.0,2.0,1.0,0.0,shm - sertifikat hak milik,7700 mah,4.0,2018.0,bagus,0,1,1500000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,180.0,112.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,1,0,1410000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,4.0,3.0,151.0,150.0,2.0,1.0,0.0,shm - sertifikat hak milik,7700 mah,9.0,2013.0,bagus,0,1,1500000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,96.0,75.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,2021.0,bagus,0,1,1100000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,112.0,180.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus,1,1,1410000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,112.0,180.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,5.0,2017.0,bagus,1,0,1410000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,2.0,3.0,167.0,160.0,1.0,0.0,0.0,shm - sertifikat hak milik,4400 mah,8.0,2014.0,bagus,0,1,1920000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,72.0,140.0,2.0,1.0,0.0,shm - sertifikat hak milik,3500 mah,7.0,2015.0,bagus,0,1,1560000000.0
Limo, Depok,-6.3663035,106.7796109,rumah,2.0,1.0,70.0,45.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,3.0,2019.0,butuh renovasi,0,1,295000000.0
Tapos, Depok,-6.4213209,106.885539,rumah,3.0,3.0,164.0,104.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,5.0,2017.0,bagus,1,0,1500000000.0
Tapos, Depok,-6.4213209,106.885539,rumah,3.0,3.0,164.0,104.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,3.0,2019.0,bagus,1,0,1500000000.0
Tapos, Depok,-6.4213209,106.885539,rumah,2.0,1.0,84.0,48.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,2021.0,bagus,0,1,840000000.0
Tapos, Depok,-6.4213209,106.885539,rumah,2.0,1.0,84.0,48.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,0,1,840000000.0
Tapos, Depok,-6.4213209,106.885539,rumah,2.0,1.0,96.0,71.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,8.0,2014.0,bagus,0,1,800000000.0
Tapos, Depok,-6.4213209,106.885539,rumah,3.0,2.0,120.0,140.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,8.0,2014.0,bagus,1,1,1020000000.0
Tapos, Depok,-6.4213209,106.885539,rumah,3.0,3.0,164.0,104.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,4.0,2018.0,bagus,1,0,1500000000.0
Tapos, Depok,-6.4213209,106.885539,rumah,3.0,2.0,90.0,70.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,1,897000000.0
Tapos, Depok,-6.4213209,106.885539,rumah,2.0,2.0,90.0,135.0,2.0,0.0,0.0,shm - sertifikat hak milik,4400 mah,3.0,2019.0,bagus,0,1,1200000000.0
Tapos, Depok,-6.4213209,106.885539,rumah,2.0,1.0,84.0,48.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,2.0,2020.0,bagus,0,1,840000000.0
Tapos, Depok,-6.4213209,106.885539,rumah,3.0,2.0,120.0,140.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,5.0,2017.0,bagus,1,1,1020000000.0
Tapos, Depok,-6.4213209,106.885539,rumah,3.0,3.0,164.0,104.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,9.0,2013.0,bagus,1,1,1500000000.0
Tapos, Depok,-6.4213209,106.885539,rumah,3.0,3.0,220.0,180.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,6.0,2016.0,bagus,0,1,1300000000.0
Tapos, Depok,-6.4213209,106.885539,rumah,4.0,3.0,160.0,230.0,2.0,1.0,1.0,shm - sertifikat hak milik,3500 mah,3.0,2019.0,bagus,1,1,1850000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,2.0,1.0,90.0,70.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,2.0,2020.0,bagus,0,1,1080000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,4.0,180.0,200.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,1,1,2280000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,2.0,71.0,61.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,bagus,1,1,870000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,2.0,1.0,90.0,70.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,9.0,2013.0,bagus,1,1,1080000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,2.0,1.0,90.0,70.0,2.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,5.0,2017.0,bagus,1,1,1080000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,4.0,180.0,200.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,2.0,2020.0,bagus,1,1,2280000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,115.0,145.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,6.0,2016.0,bagus,0,1,1560000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,2.0,2.0,90.0,45.0,1.0,1.0,0.0,shm - sertifikat hak milik,1300 mah,1.0,2021.0,bagus,0,1,900000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,106.0,150.0,2.0,1.0,0.0,shm - sertifikat hak milik,3500 mah,5.0,2017.0,bagus,0,1,1800000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,106.0,150.0,2.0,1.0,0.0,shm - sertifikat hak milik,3300 mah,8.0,2014.0,bagus,1,0,1800000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,106.0,150.0,2.0,1.0,0.0,shm - sertifikat hak milik,3500 mah,3.0,2019.0,bagus,0,1,1800000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,106.0,150.0,2.0,1.0,0.0,shm - sertifikat hak milik,3500 mah,1.0,2021.0,bagus,1,0,1800000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,150.0,115.0,1.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,2021.0,bagus,0,1,2040000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,4.0,194.0,120.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,3.0,2019.0,bagus,0,1,4200000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,2.0,2.0,55.0,55.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,658000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,4.0,180.0,200.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,4.0,2018.0,bagus,1,1,2280000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,1.0,98.0,68.0,1.0,1.0,0.0,hgb - hak guna bangunan,1300 mah,4.0,2018.0,bagus,0,1,780000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,115.0,145.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus,0,1,1560000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,2.0,2.0,90.0,45.0,1.0,1.0,0.0,shm - sertifikat hak milik,1300 mah,7.0,2015.0,bagus,0,1,900000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,115.0,145.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,2021.0,bagus,0,1,1560000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,2.0,2.0,90.0,45.0,1.0,1.0,0.0,shm - sertifikat hak milik,1300 mah,7.0,2015.0,bagus,0,1,900000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,150.0,115.0,1.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,2021.0,bagus,0,1,2040000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,2.0,2.0,90.0,45.0,1.0,1.0,0.0,shm - sertifikat hak milik,1300 mah,9.0,2013.0,bagus,0,1,900000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,4.0,180.0,200.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,3.0,2019.0,bagus,1,1,2280000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,115.0,145.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,3.0,2019.0,bagus,0,1,1560000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,4.0,194.0,120.0,2.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,9.0,2013.0,bagus,1,1,4200000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,2.0,70.0,68.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,bagus sekali,1,1,800000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,2.0,2.0,55.0,55.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,0,556000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,2.0,2.0,54.0,55.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,0,1,651000000.0
Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,2.0,72.0,70.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,bagus,1,1,995000000.0
Rangkapanjaya, Depok,-6.3992555,106.7888555,rumah,3.0,4.0,72.0,105.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,2021.0,bagus,1,1,1100000000.0
Rangkapanjaya, Depok,-6.3992555,106.7888555,rumah,2.0,1.0,84.0,55.0,1.0,0.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,2022.0,baru,0,1,485000000.0
Cinere, Depok,-6.332401,106.7907829,rumah,3.0,2.0,95.0,105.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,2.0,2020.0,bagus,1,0,1980000000.0
Cinere, Depok,-6.332401,106.7907829,rumah,3.0,3.0,78.0,110.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus,0,1,1650000000.0
Cinere, Depok,-6.332401,106.7907829,rumah,3.0,2.0,152.0,88.0,1.0,1.0,0.0,shm - sertifikat hak milik,2200 mah,7.0,2015.0,bagus,0,1,1680000000.0
Cinere, Depok,-6.332401,106.7907829,rumah,1.0,1.0,72.0,43.0,1.0,1.0,0.0,shm - sertifikat hak milik,1300 mah,4.0,2018.0,bagus,0,1,750000000.0
Cinere, Depok,-6.332401,106.7907829,rumah,2.0,2.0,85.0,100.0,2.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,9.0,2013.0,butuh renovasi,0,1,950000000.0
Cinere, Depok,-6.332401,106.7907829,rumah,5.0,5.0,468.0,400.0,2.0,2.0,1.0,shm - sertifikat hak milik,3500 mah,2.0,2020.0,bagus,1,1,6500000000.0
Cinere, Depok,-6.332401,106.7907829,rumah,3.0,3.0,72.0,110.0,1.0,0.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,2022.0,baru,1,1,1150000000.0
